"id_zona_pnl";"cdmunibge";"nome_zona";"cdmunmdic";"idvisum_mr";"nmmr_pnl";"ufpnl";"regiao";"pais";"continente";"longitude";"latitude"
3310;2107258;Nova Colinas;2107258;138;Chapadas das Mangabeiras;MA;Nordeste;Brasil;America do Sul;-46.26452;-7.1443114
3311;2107308;Nova Iorque;2107308;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-44.039772;-6.7496076
3312;2107357;Nova Olinda do Maranhão;2107357;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.955276;-2.8960416
3313;2107407;Olho d'Água das Cunhãs;2107407;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-45.12035;-4.0946326
4820;2929255;São Gabriel;2929255;49;Irece;BA;Nordeste;Brasil;America do Sul;-41.694088;-11.061901
3314;2107456;Olinda Nova do Maranhão;2107456;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.00979;-2.9754212
3315;2107506;Paço do Lumiar;2107506;133;Aglomeracao Urbana de Sao Luis;MA;Nordeste;Brasil;America do Sul;-44.123825;-2.5058537
3316;2107605;Palmeirândia;2107605;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.023396;-2.6919909
3317;2107704;Paraibano;2107704;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-43.923992;-6.4037867
3318;2107803;Parnarama;2107803;137;Caxias;MA;Nordeste;Brasil;America do Sul;-43.463238;-5.6377597
3319;2107902;Passagem Franca;2107902;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-43.758373;-6.152674
3320;2108009;Pastos Bons;2108009;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-44.180664;-6.6322293
3321;2108058;Paulino Neves;2108058;147;Lencois Maranhenses;MA;Nordeste;Brasil;America do Sul;-42.611053;-2.8547971
3322;2108108;Paulo Ramos;2108108;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.394352;-4.5219374
3323;2108207;Pedreiras;2108207;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.58133;-4.6182485
3324;2108256;Pedro do Rosário;2108256;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.430027;-2.9893353
3325;2108306;Penalva;2108306;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.29392;-3.248452
3326;2108405;Peri Mirim;2108405;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-44.895515;-2.570666
3327;2108454;Peritoró;2108454;141;Codo;MA;Nordeste;Brasil;America do Sul;-44.28118;-4.4198446
3328;2108504;Pindaré Mirim;2108504;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.4375;-3.691454
3329;2108603;Pinheiro;2108603;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.126904;-2.498115
3330;2108702;Pio XII;2108702;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-45.09316;-3.8515294
3331;2108801;Pirapemas;2108801;146;Itapecuru Mirim;MA;Nordeste;Brasil;America do Sul;-44.172592;-3.782861
3332;2108900;Poção de Pedras;2108900;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.91184;-4.786829
3333;2109007;Porto Franco;2109007;151;Porto Franco;MA;Nordeste;Brasil;America do Sul;-47.180172;-6.368868
3334;2109056;Porto Rico do Maranhão;2109056;148;Litoral Ocidental Maranhense;MA;Nordeste;Brasil;America do Sul;-44.635216;-1.8900971
3335;2109106;Presidente Dutra;2109106;152;Presidente Dutra;MA;Nordeste;Brasil;America do Sul;-44.457092;-5.2830753
3336;2109205;Presidente Juscelino;2109205;153;Rosario;MA;Nordeste;Brasil;America do Sul;-44.078056;-3.089849
3337;2109239;Presidente Médici;2109239;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.77337;-2.3189547
3338;2109270;Presidente Sarney;2109270;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.36123;-2.5866616
3339;2109304;Presidente Vargas;2109304;146;Itapecuru Mirim;MA;Nordeste;Brasil;America do Sul;-43.955845;-3.3459249
3340;2109403;Primeira Cruz;2109403;147;Lencois Maranhenses;MA;Nordeste;Brasil;America do Sul;-43.365227;-2.7013004
3341;2109452;Raposa;2109452;133;Aglomeracao Urbana de Sao Luis;MA;Nordeste;Brasil;America do Sul;-44.088097;-2.434769
3342;2109502;Riachão;2109502;143;Gerais de Balsas;MA;Nordeste;Brasil;America do Sul;-46.65232;-7.597757
3343;2109551;Ribamar Fiquene;2109551;145;Imperatriz;MA;Nordeste;Brasil;America do Sul;-47.313644;-5.9611545
3344;2109601;Rosário;2109601;153;Rosario;MA;Nordeste;Brasil;America do Sul;-44.202114;-2.945569
3345;2109700;Sambaíba;2109700;138;Chapadas das Mangabeiras;MA;Nordeste;Brasil;America do Sul;-45.556267;-7.4318333
3346;2109759;Santa Filomena do Maranhão;2109759;134;Alto Mearim e Grajau;MA;Nordeste;Brasil;America do Sul;-44.618507;-5.5189724
3347;2109809;Santa Helena;2109809;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.37154;-2.4205399
3348;2109908;Santa Inês;2109908;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.425735;-3.8385751
3349;2110005;Santa Luzia;2110005;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.92833;-4.2705097
3350;2110039;Santa Luzia do Paruá;2110039;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.772285;-2.5399277
3351;2110104;Santa Quitéria do Maranhão;2110104;136;Baixo Parnaiba Maranhense;MA;Nordeste;Brasil;America do Sul;-42.879673;-3.3453867
3352;2110203;Santa Rita;2110203;153;Rosario;MA;Nordeste;Brasil;America do Sul;-44.31959;-3.1576755
3353;2110237;Santana do Maranhão;2110237;136;Baixo Parnaiba Maranhense;MA;Nordeste;Brasil;America do Sul;-42.6147;-3.1972227
3354;2110278;Santo Amaro do Maranhão;2110278;147;Lencois Maranhenses;MA;Nordeste;Brasil;America do Sul;-43.184093;-2.6210403
3355;2110302;Santo Antônio dos Lopes;2110302;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.481163;-4.826408
3356;2110401;São Benedito do Rio Preto;2110401;140;Chapadinha;MA;Nordeste;Brasil;America do Sul;-43.618454;-3.3753238
3357;2110500;São Bento;2110500;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.001453;-2.8001
3358;2110609;São Bernardo;2110609;136;Baixo Parnaiba Maranhense;MA;Nordeste;Brasil;America do Sul;-42.406075;-3.312136
3359;2110658;São Domingos do Azeitão;2110658;138;Chapadas das Mangabeiras;MA;Nordeste;Brasil;America do Sul;-44.61733;-6.8332896
3360;2110708;São Domingos do Maranhão;2110708;152;Presidente Dutra;MA;Nordeste;Brasil;America do Sul;-44.336555;-5.6382203
3361;2110807;São Félix de Balsas;2110807;138;Chapadas das Mangabeiras;MA;Nordeste;Brasil;America do Sul;-44.883442;-7.091859
3362;2110856;São Francisco do Brejão;2110856;145;Imperatriz;MA;Nordeste;Brasil;America do Sul;-47.353657;-5.158504
3363;2110906;São Francisco do Maranhão;2110906;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-43.114246;-6.208634
3364;2111003;São João Batista;2111003;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-44.75879;-3.0046496
3365;2111029;São João do Carú;2111029;150;Pindare;MA;Nordeste;Brasil;America do Sul;-46.37945;-3.5107815
3366;2111052;São João do Paraíso;2111052;151;Porto Franco;MA;Nordeste;Brasil;America do Sul;-46.90067;-6.463679
3367;2111078;São João do Soter;2111078;137;Caxias;MA;Nordeste;Brasil;America do Sul;-43.766644;-5.040176
3368;2111102;São João dos Patos;2111102;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-43.63816;-6.5595846
3369;2111201;São José de Ribamar;2111201;133;Aglomeracao Urbana de Sao Luis;MA;Nordeste;Brasil;America do Sul;-44.090275;-2.5804467
3370;2111250;São José dos Basílios;2111250;152;Presidente Dutra;MA;Nordeste;Brasil;America do Sul;-44.568302;-5.039942
3371;2111300;São Luís;2111300;133;Aglomeracao Urbana de Sao Luis;MA;Nordeste;Brasil;America do Sul;-44.30713;-2.6314793
3372;2111409;São Luís Gonzaga do Maranhão;2111409;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.62314;-4.377375
3373;2111508;São Mateus do Maranhão;2111508;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.527485;-3.9874623
3374;2111532;São Pedro da Água Branca;2111532;145;Imperatriz;MA;Nordeste;Brasil;America do Sul;-48.36898;-5.133523
3375;2111573;São Pedro dos Crentes;2111573;151;Porto Franco;MA;Nordeste;Brasil;America do Sul;-46.707363;-6.8195796
3376;2111607;São Raimundo das Mangabeiras;2111607;138;Chapadas das Mangabeiras;MA;Nordeste;Brasil;America do Sul;-45.69093;-7.0136704
3377;2111631;São Raimundo do Doca Bezerra;2111631;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-45.146214;-5.0896716
3378;2111672;São Roberto;2111672;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-45.034554;-5.0189567
3379;2111706;São Vicente Ferrer;2111706;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-44.93571;-2.8770807
3380;2111722;Satubinha;2111722;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-45.25922;-3.938628
3381;2111748;Senador Alexandre Costa;2111748;152;Presidente Dutra;MA;Nordeste;Brasil;America do Sul;-43.98465;-5.2610455
3382;2111763;Senador La Rocque;2111763;145;Imperatriz;MA;Nordeste;Brasil;America do Sul;-47.143963;-5.388206
3383;2111789;Serrano do Maranhão;2111789;148;Litoral Ocidental Maranhense;MA;Nordeste;Brasil;America do Sul;-45.017242;-1.8732078
3384;2111805;Sítio Novo;2111805;134;Alto Mearim e Grajau;MA;Nordeste;Brasil;America do Sul;-46.595577;-6.227865
3385;2111904;Sucupira do Norte;2111904;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-44.339005;-6.5098586
3386;2111953;Sucupira do Riachão;2111953;139;Chapadas do Alto Itapecuru;MA;Nordeste;Brasil;America do Sul;-43.48522;-6.407062
3387;2112001;Tasso Fragoso;2112001;143;Gerais de Balsas;MA;Nordeste;Brasil;America do Sul;-45.885643;-8.331963
3388;2112100;Timbiras;2112100;141;Codo;MA;Nordeste;Brasil;America do Sul;-43.813488;-4.153038
3389;2112209;Timon;2112209;137;Caxias;MA;Nordeste;Brasil;America do Sul;-42.980885;-5.1852984
3390;2112233;Trizidela do Vale;2112233;149;Medio Mearim;MA;Nordeste;Brasil;America do Sul;-44.67536;-4.5420833
3391;2112274;Tufilândia;2112274;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.581314;-3.7580404
3392;2112308;Tuntum;2112308;134;Alto Mearim e Grajau;MA;Nordeste;Brasil;America do Sul;-44.730625;-5.610439
3393;2112407;Turiaçu;2112407;144;Gurupi;MA;Nordeste;Brasil;America do Sul;-45.46445;-1.7676865
3394;2112456;Turilândia;2112456;144;Gurupi;MA;Nordeste;Brasil;America do Sul;-45.43766;-2.1593916
3395;2112506;Tutóia;2112506;147;Lencois Maranhenses;MA;Nordeste;Brasil;America do Sul;-42.386623;-2.9125092
3396;2112605;Urbano Santos;2112605;140;Chapadinha;MA;Nordeste;Brasil;America do Sul;-43.2808;-3.2600448
3397;2112704;Vargem Grande;2112704;146;Itapecuru Mirim;MA;Nordeste;Brasil;America do Sul;-43.853848;-3.7109444
3398;2112803;Viana;2112803;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-45.00272;-3.156312
3399;2112852;Vila Nova dos Martírios;2112852;145;Imperatriz;MA;Nordeste;Brasil;America do Sul;-48.080597;-5.0748606
3400;2112902;Vitória do Mearim;2112902;135;Baixada Maranhense;MA;Nordeste;Brasil;America do Sul;-44.922142;-3.5680912
3401;2113009;Vitorino Freire;2113009;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.3125;-4.243726
3402;2114007;Zé Doca;2114007;150;Pindare;MA;Nordeste;Brasil;America do Sul;-45.912613;-3.2598817
3403;2200053;Acauã;2200053;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.001854;-8.306074
3404;2200103;Agricolândia;2200103;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.682358;-5.7681937
3405;2200202;Água Branca;2200202;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.62807;-5.9139953
3406;2200251;Alagoinha do Piauí;2200251;327;Pio IX;PI;Nordeste;Brasil;America do Sul;-40.91976;-6.929339
3407;2200277;Alegrete do Piauí;2200277;327;Pio IX;PI;Nordeste;Brasil;America do Sul;-40.791157;-7.2006636
3408;2200301;Alto Longá;2200301;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-42.15498;-5.3790793
3409;2200400;Altos;2200400;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.469727;-5.014905
3410;2200459;Alvorada do Gurguéia;2200459;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-43.968338;-8.455966
3411;2200509;Amarante;2200509;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.78806;-6.3701982
3412;2200608;Angical do Piauí;2200608;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.75015;-6.106839
3413;2200707;Anísio de Abreu;2200707;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-43.04196;-9.214107
3414;2200806;Antônio Almeida;2200806;320;Bertolinia;PI;Nordeste;Brasil;America do Sul;-44.202892;-7.219134
3415;2200905;Aroazes;2200905;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-41.830425;-6.1245055
3416;2200954;Aroeiras do Itaim;2201804;326;Picos;PI;Nordeste;Brasil;America do Sul;-41.52459;-7.2441316
3417;2201002;Arraial;2201002;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.52031;-6.618086
3418;2201051;Assunção do Piauí;2201051;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.06878;-5.879974
3419;2201101;Avelino Lopes;2201101;322;Chapadas do Extremo Sul Piauiense;PI;Nordeste;Brasil;America do Sul;-43.9511;-10.166347
3420;2201150;Baixa Grande do Ribeiro;2201150;318;Alto Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-45.16098;-8.505753
3421;2201176;Barra D'Alcântara;2201176;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-42.1064;-6.529504
3422;2201200;Barras;2201200;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.36828;-4.1899147
3423;2201309;Barreiras do Piauí;2201309;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-45.694008;-9.983135
3424;2201408;Barro Duro;2201408;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.50276;-5.801867
3425;2201507;Batalha;2201507;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.05764;-4.0178723
3426;2201556;Bela Vista do Piauí;2201556;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.855747;-7.9960876
3427;2201572;Belém do Piauí;2201572;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.982418;-7.390152
3428;2201606;Beneditinos;2201606;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.403942;-5.469891
3429;2201705;Bertolínia;2201705;320;Bertolinia;PI;Nordeste;Brasil;America do Sul;-43.876373;-7.745444
3430;2201739;Betânia do Piauí;2201739;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.75137;-8.113686
3431;2201770;Boa Hora;2201770;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.106205;-4.3542905
3432;2201804;Bocaina;2202075;326;Picos;PI;Nordeste;Brasil;America do Sul;-41.307487;-6.9064074
3433;2201903;Bom Jesus;2201903;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-44.540257;-9.245793
3434;2201919;Bom Princípio do Piauí;2201919;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.63039;-3.1576917
3435;2201929;Bonfim do Piauí;2201929;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-42.875637;-9.17156
3436;2201945;Boqueirão do Piauí;2201945;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-42.108616;-4.5392327
3437;2201960;Brasileira;2201960;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-41.629967;-4.1217313
3438;2201988;Brejo do Piauí;2201988;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-42.790947;-8.382423
3439;2202000;Buriti dos Lopes;2202000;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.80378;-3.2397747
3440;2202026;Buriti dos Montes;2202026;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.2219;-5.1451626
3441;2202059;Cabeceiras do Piauí;2202059;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.333775;-4.432007
3442;2202075;Cajazeiras do Piauí;2202778;326;Picos;PI;Nordeste;Brasil;America do Sul;-42.459316;-6.781908
3443;2202083;Cajueiro da Praia;2202083;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.36209;-2.992838
3444;2202091;Caldeirão Grande do Piauí;2202091;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.622913;-7.3076777
3445;2202109;Campinas do Piauí;2202109;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.86473;-7.650409
3446;2202117;Campo Alegre do Fidalgo;2202117;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.821476;-8.282815
3447;2202133;Campo Grande do Piauí;2202133;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.06533;-7.183034
3448;2202174;Campo Largo do Piauí;2202174;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.54597;-3.8811488
3449;2202208;Campo Maior;2202208;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-42.145607;-4.8773785
3450;2202251;Canavieira;2202251;323;Floriano;PI;Nordeste;Brasil;America do Sul;-43.55842;-7.557577
3451;2202307;Canto do Buriti;2202307;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-43.33761;-8.342575
3452;2202406;Capitão de Campos;2202406;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.90111;-4.5256505
3453;2202455;Capitão Gervásio Oliveira;2202455;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.90126;-8.529378
3454;2202505;Caracol;2202505;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-43.34672;-9.089088
3455;2202539;Caraúbas do Piauí;2202539;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.824238;-3.5646229
3456;2202554;Caridade do Piauí;2202554;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.95519;-7.7038336
3457;2202604;Castelo do Piauí;2202604;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.571854;-5.318143
3458;2202653;Caxingó;2202653;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.850975;-3.39189
3459;2202703;Cocal;2202703;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.5423;-3.4536757
3460;2202711;Cocal de Telha;2202711;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.960762;-4.622368
3461;2202729;Cocal dos Alves;2202729;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.420837;-3.630338
3462;2202737;Coivaras;2202737;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.284435;-5.1001587
3463;2202752;Colônia do Gurguéia;2202752;320;Bertolinia;PI;Nordeste;Brasil;America do Sul;-43.696507;-8.181249
3464;2202778;Colônia do Piauí;2203404;326;Picos;PI;Nordeste;Brasil;America do Sul;-42.187176;-7.2941456
3465;2202802;Conceição do Canindé;2202802;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.578156;-7.903964
3466;2202851;Coronel José Dias;2202851;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-42.334743;-8.895595
3467;2202901;Corrente;2202901;322;Chapadas do Extremo Sul Piauiense;PI;Nordeste;Brasil;America do Sul;-45.139698;-10.391603
3468;2203008;Cristalândia do Piauí;2203008;322;Chapadas do Extremo Sul Piauiense;PI;Nordeste;Brasil;America do Sul;-45.113636;-10.741885
3469;2203107;Cristino Castro;2203107;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-43.96154;-8.782172
3470;2203206;Curimatá;2203206;322;Chapadas do Extremo Sul Piauiense;PI;Nordeste;Brasil;America do Sul;-44.307106;-9.940828
3471;2203230;Currais;2203230;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-44.673313;-8.82249
3472;2203255;Curralinhos;2203255;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.846798;-5.616148
3473;2203271;Curral Novo do Piauí;2203271;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.766792;-7.886581
3474;2203305;Demerval Lobão;2203305;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.67165;-5.339293
3475;2203354;Dirceu Arcoverde;2203354;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-42.457787;-9.328213
3476;2203404;Dom Expedito Lopes;2204352;326;Picos;PI;Nordeste;Brasil;America do Sul;-41.69826;-6.9600277
3477;2203420;Domingos Mourão;2203420;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.309956;-4.2554173
3478;2203453;Dom Inocêncio;2203453;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-41.922535;-8.917968
3479;2203503;Elesbão Veloso;2203503;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-42.19359;-6.1848598
3480;2203602;Eliseu Martins;2203602;320;Bertolinia;PI;Nordeste;Brasil;America do Sul;-43.658466;-7.9711742
3481;2203701;Esperantina;2203701;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.189938;-3.8237638
3482;2203750;Fartura do Piauí;2203750;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-42.78396;-9.475715
3483;2203800;Flores do Piauí;2203800;323;Floriano;PI;Nordeste;Brasil;America do Sul;-42.860886;-7.672973
3484;2203859;Floresta do Piauí;2203859;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.80657;-7.4632087
3485;2203909;Floriano;2203909;323;Floriano;PI;Nordeste;Brasil;America do Sul;-43.07941;-7.005693
3486;2204006;Francinópolis;2204006;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-42.233986;-6.423009
3487;2204105;Francisco Ayres;2204105;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.721504;-6.6691556
3488;2204154;Francisco Macedo;2204154;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.7843;-7.319866
3489;2204204;Francisco Santos;2204204;327;Pio IX;PI;Nordeste;Brasil;America do Sul;-41.147144;-7.01283
3490;2204303;Fronteiras;2204303;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-40.581486;-7.074167
3491;2204352;Geminiano;2204808;326;Picos;PI;Nordeste;Brasil;America do Sul;-41.335762;-7.1892185
3492;2204402;Gilbués;2204402;317;Alto Medio Gurgueia;PI;Nordeste;Brasil;America do Sul;-45.40767;-9.621898
3493;2204501;Guadalupe;2204501;323;Floriano;PI;Nordeste;Brasil;America do Sul;-43.705208;-6.842374
3494;2204550;Guaribas;2204550;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-43.6709;-9.063334
3495;2204600;Hugo Napoleão;2204600;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.49812;-6.0356665
3496;2204659;Ilha Grande;2204659;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.815964;-2.8292851
3497;2204709;Inhuma;2204709;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-41.68602;-6.6727386
3498;2204808;Ipiranga do Piauí;2207009;326;Picos;PI;Nordeste;Brasil;America do Sul;-41.791016;-6.818992
3499;2204907;Isaías Coelho;2204907;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.65141;-7.6517267
3500;2205003;Itainópolis;2205003;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.481125;-7.409865
3501;2205102;Itaueira;2205102;323;Floriano;PI;Nordeste;Brasil;America do Sul;-43.133713;-7.504988
3502;2205151;Jacobina do Piauí;2205151;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.255253;-7.89345
3503;2205201;Jaicós;2205201;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.20645;-7.3910255
3504;2205250;Jardim do Mulato;2205250;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.526886;-6.145867
3505;2205276;Jatobá do Piauí;2205276;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.91861;-4.8413134
3506;2205300;Jerumenha;2205300;323;Floriano;PI;Nordeste;Brasil;America do Sul;-43.5016;-7.1148114
3507;2205359;João Costa;2205359;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-42.48167;-8.541683
3508;2205409;Joaquim Pires;2205409;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.082375;-3.540126
3509;2205458;Joca Marques;2205458;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.426327;-3.5461228
3510;2205508;José de Freitas;2205508;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.524944;-4.7139254
3511;2205516;Juazeiro do Piauí;2205516;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.589733;-4.957956
3512;2205524;Júlio Borges;2205524;322;Chapadas do Extremo Sul Piauiense;PI;Nordeste;Brasil;America do Sul;-44.173885;-10.420464
3513;2205532;Jurema;2205532;328;Sao Raimundo Nonato;PI;Nordeste;Brasil;America do Sul;-43.165638;-9.014468
3514;2205540;Lagoinha do Piauí;2205540;325;Medio Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.627388;-5.820191
3515;2205557;Lagoa Alegre;2205557;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.564888;-4.4897437
3516;2205565;Lagoa do Barro do Piauí;2205565;316;Alto Medio Caninde;PI;Nordeste;Brasil;America do Sul;-41.59996;-8.568832
3517;2205573;Lagoa de São Francisco;2205573;321;Campo Maior;PI;Nordeste;Brasil;America do Sul;-41.581528;-4.36409
3518;2205581;Lagoa do Piauí;2205581;329;Teresina;PI;Nordeste;Brasil;America do Sul;-42.60803;-5.4611444
3519;2205599;Lagoa do Sítio;2205599;330;Valenca do Piaui;PI;Nordeste;Brasil;America do Sul;-41.48647;-6.4900393
3520;2205607;Landri Sales;2205607;320;Bertolinia;PI;Nordeste;Brasil;America do Sul;-43.92785;-7.2957587
3521;2205706;Luís Correia;2205706;324;Litoral Piauiense;PI;Nordeste;Brasil;America do Sul;-41.481815;-3.0825913
3522;2205805;Luzilândia;2205805;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.36456;-3.607432
3523;2205854;Madeiro;2205854;319;Baixo Parnaiba Piauiense;PI;Nordeste;Brasil;America do Sul;-42.529503;-3.566191
